,FPI All / 1045,FPI ж / 696,FPI м / 343,FPI н / 6,FPI повествование / 553,FPI описание / 325,FPI официальный / 167,BIG5 All / 536,BIG5 ж / 338,BIG5 м / 198,BIG5 описание / 261,BIG5 повествование / 203,BIG5 рассуждение / 72
сволочной_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
склонность_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
скобизм_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
сконцентрировать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
сковородка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
своенравный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
скок_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
своем_PRON,1,0,1,0,0,1,0,0,0,0,0,0,0
сколько_PART,1,1,0,0,1,0,0,0,0,0,0,0,0
сколько_SCONJ,1,0,1,0,1,0,0,0,0,0,0,0,0
свихнуться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
свист_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
скольку_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
скептически_ADV,1,0,1,0,0,1,0,0,0,0,0,0,0
скелет_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
сквозь_ADP,1,1,0,0,0,1,0,0,0,0,0,0,0
сквозить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
сияние_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сиять_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сказать=_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сгонять_VERB,1,1,0,0,1,0,0,2,2,0,0,2,0
сгоняем_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сказочный_ADJ,1,1,0,0,1,0,0,2,2,0,0,2,0
сговор_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
сгнить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
сгладить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
скакать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
святом_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
скал_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
скала_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
святки_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
скамья_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
свят_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
скандал_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
скапливаться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
связи:-_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
свинячит_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
свинкам_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
свежесть_NOUN,1,1,0,0,0,1,0,1,1,0,1,0,0
скрыться_VERB,1,1,0,0,1,0,0,2,2,0,2,0,0
скрипочка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
скроить_VERB,1,1,0,0,0,0,1,0,0,0,0,0,0
скромность_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
скрываться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
скрытность_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
свершиться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
свершение_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сверхъестественный_ADJ,1,0,1,0,0,1,0,0,0,0,0,0,0
сверхсекретный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
скудный_ADJ,1,0,1,0,0,1,0,0,0,0,0,0,0
свинка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сверхнеобычного_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
скукота_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
скула_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
сверх_ADP,1,1,0,0,1,0,0,1,0,1,0,1,0
сверстник_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
слабенький_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
слабый_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
слава_PROPN,1,1,0,0,1,0,0,1,1,0,0,1,0
славка_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
скрипка_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
скрип_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
скотт_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
светик_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
сконцентрироваться_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
свидетельство_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
скончаться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
скооперируемся_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
свидетель_NOUN,1,0,1,0,1,0,0,1,1,0,1,0,0
свиданку_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
скорбаит_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
свечка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
скорей_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
скорого_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
скорость_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
светочкой_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
светой_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
светлым-_ADJ,1,0,1,0,0,1,0,0,0,0,0,0,0
скоротечность_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
светловолосая_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
светка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
светиться_VERB,1,1,0,0,0,1,0,1,1,0,0,1,0
скотобойня_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сгоряча_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
ситцевый_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
ситар_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сериалы=_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
сереж_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
селеска_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сережи_PROPN,1,0,1,0,0,1,0,1,1,0,0,1,0
сережка_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
сектор_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
сектантский_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
серенко_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
сексуальный_ADJ,1,1,0,0,0,1,0,1,1,0,1,0,0
сержант_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
серо_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
сгрустнулось_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сероводород_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
серость_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
сертификат_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
серьезнее_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
серёжка_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
седующий_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
сессия:-_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
седовласый_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
седовласую_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
селки_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
середниково_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
сем_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
семафор_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
семье_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
семечко_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
семьёй_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
семён_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
семёнович_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
сену_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сень_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
сербский_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
сервис_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
сергиев_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
сердечный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
семеро_NUM,1,1,0,0,0,1,0,0,0,0,0,0,0
сердить_VERB,1,1,0,0,0,0,1,0,0,0,0,0,0
сердиться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
серебряный_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
серег_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
серегой_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
семейство_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
семевкину_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
сединой_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
сестренкам_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сегодня_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сильно_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
сделаешь_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
силёнка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сдвинуться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
сдвигать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
симместра_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
синий_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
синх_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сдатся_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сдам_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сдам_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
синька_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
синяк_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сиплый_ADJ,1,0,1,0,0,1,0,0,0,0,0,0,0
сирена_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сдала_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сирень_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
сдавать:-_X,1,1,0,0,1,0,0,0,0,0,0,0,0
сгсэу_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
систер_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сделать_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
сильней_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
сех_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
сделаю_VERB,1,1,0,0,0,0,1,1,1,0,0,0,1
сеять_VERB,1,0,1,0,0,1,0,2,1,1,2,0,0
сжалиться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
себа_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
себ_VERB,1,1,0,0,0,0,1,0,0,0,0,0,0
сдыхать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сдравствуйте_VERB,1,0,1,0,0,0,1,0,0,0,0,0,0
сдохнуть_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
сжиматься_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
сдобин_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
сдинуты_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
сигналить_VERB,1,0,1,0,1,0,0,1,1,0,0,1,0
сидение_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сдешнему_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
сидячий_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
сие_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
сижу_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
силушка_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
сдержаться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сделают_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
славный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
свежесте_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
ругай!;):-_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сноу_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
снисхождение_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
снишься_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сноб_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
с.н._PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
с.м.б._PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
сново_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
ряса_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сноровка_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сносить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
рядовка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
рыбак_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
со_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
рьяно_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
рыкин_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
рыжик_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
рыженький_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
рыдать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
рыбоперерабатывающего_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
соберешься_VERB,1,1,0,0,1,0,0,1,0,1,0,1,0
рыбалки_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сабина_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
савин_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
савиньяки_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
савченков_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
самбо_NOUN,1,0,1,0,1,0,0,1,0,1,0,1,0
самба_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
смятенную_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
сам_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сна=_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сальвадор_PROPN,1,0,1,0,0,1,0,0,0,0,0,0,0
салон_NOUN,1,1,0,0,1,0,0,4,3,1,0,1,3
снежный_ADJ,1,1,0,0,1,0,0,1,1,0,0,1,0
салов_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
салат_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
салам_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
снести_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
саксофон_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
снетерпением_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
сникерсы_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сайлент_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
саект_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
садись_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
снип_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
соберёшься_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
собеседование_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
сведение_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
совмещение_NOUN,1,0,1,0,1,0,0,1,0,1,1,0,0
совершение_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
рулон_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
совет_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
рукою_AUX,1,0,0,1,1,0,0,0,0,0,0,0,0
рукопашный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
советчик_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
совместимый_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
руководство_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
совместить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
согласишься_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
собираетесь_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
рукавицах_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
рукав_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
согласно_ADP,1,0,1,0,0,1,0,0,0,0,0,0,0
руинология_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
руинологии_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
руинам_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
ружьё_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
соглашается:-_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
соглашайся_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
совей_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
совать_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
руль_NOUN,1,0,1,0,1,0,0,1,1,0,0,1,0
румыния_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
собирутся_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
соблазн_NOUN,1,1,0,0,0,1,0,1,1,0,1,0,0
соблазнить_VERB,1,0,1,0,0,1,0,1,0,1,1,0,0
ручонкой_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
ручной_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
ручка_NOUN,1,1,0,0,1,0,0,3,1,2,0,2,1
ручеёк_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
собою_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
собрали_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
собрались:-_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
собраная_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
русстройкомплекс_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
русстрой_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
собственность_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
русскими_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
русским_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
собчак_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
русло_NOUN,1,0,1,0,0,1,0,2,1,1,2,0,0
события-_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
смягчать_VERB,1,0,0,1,0,1,0,0,0,0,0,0,0
смышленным_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
смыть_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сложнее_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
саунд_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
словарный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
сауна_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сатана_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
сасиса_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сарказм_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
словечкам_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
саня_PROPN,1,0,1,0,1,0,0,1,0,1,0,1,0
санькой_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
саныч!вот_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
смыкать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
санчос_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
сложнова_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сложновато_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
сантиметр_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сложным:-_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
сломаные_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
санином_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
служебный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
санек_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
сауны_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
сафари_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
сафитов_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
словакия_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
сладость_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
слать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
слевой_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
сближать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
следствие_NOUN,1,1,0,0,0,0,1,2,1,1,2,0,0
сбивать_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
следя_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
слежу_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
сащик_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
слезно_ADV,1,1,0,0,0,1,0,0,0,0,0,0,0
сашуль_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
слепить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
слесарь_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
сашке_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
слетать_VERB,1,0,1,0,1,0,0,3,3,0,0,2,1
слечь_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
сахарный_ADJ,1,0,0,1,1,0,0,0,0,0,0,0,0
слиться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
сафу_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
слушай_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
слышь_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
слюнтяй_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
самореализуюсь_VERB,1,1,0,0,0,0,1,0,0,0,0,0,0
смородина_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
саморазвиваюсь_VERB,1,0,1,0,0,0,1,0,0,0,0,0,0
смотр_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
самообразование_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
смотрели_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
смотри_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
самойлов_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
смотря_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
смс_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
самодовольный_ADJ,1,1,0,0,0,1,0,1,0,1,1,0,0
самодеятельность_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
смска_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
смутить_VERB,1,1,0,0,1,0,0,1,1,0,1,0,0
смущать_VERB,1,0,1,0,0,1,0,3,1,2,2,1,0
самовар_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
смущаться_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
смущенно_ADV,1,0,1,0,0,1,0,0,0,0,0,0,0
самих_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
смущённость_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
самореализовываться_VERB,1,1,0,0,0,0,1,0,0,0,0,0,0
смола_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
см_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
смириться_VERB,1,1,0,0,0,1,0,2,2,0,1,1,0
сма_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
смахивать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
смежный_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
смекалка_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
смело_ADV,1,1,0,0,1,0,0,1,0,1,0,1,0
смелость_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
смениться_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
сменять_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
смертный_ADJ,1,0,1,0,1,0,0,2,1,1,1,1,0
смета_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
сметать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
сметчицы_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
смеху:-_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
смешно_ADV,1,0,1,0,1,0,0,1,1,0,0,1,0
самоуправление_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
самоуверенно_ADV,1,0,1,0,0,1,0,1,1,0,0,1,0
смиемся_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
смирение_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
смиренность_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
расказывают_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
расказывала_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
стеснительность_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
проступок_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
точней_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
противник_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
противиться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
точный_ADJ,1,0,1,0,0,1,0,3,2,1,0,3,0
тошечкин_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
протерплю_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
траванулись_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
травить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
просчитать_VERB,1,0,1,0,0,0,1,0,0,0,0,0,0
простуда_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
просрали_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
пространственный_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
просторный_ADJ,1,1,0,0,1,0,0,1,1,0,0,1,0
простоквашино_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
традиционный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
трактор_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
простодушный_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
трансконтинентальный_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
простираться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
трансмиссия_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
точить_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
противопоставить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
тотчас_ADV,1,1,0,0,0,1,0,0,0,0,0,0,0
тоскую_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
профорг_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
профорг_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
